bill_installment,user_num,user_loan_num,loan_rate,reloan_rate,num1,p1,num2,p2
351,348,167,0.479885057471,0.664670658683,56,0.16091954023,111,0.318965517241
352,333,157,0.471471471471,0.662420382166,53,0.159159159159,104,0.312312312312
353,329,141,0.428571428571,0.539007092199,65,0.197568389058,76,0.231003039514
354,355,158,0.445070422535,0.639240506329,57,0.160563380282,101,0.284507042254
355,321,143,0.445482866044,0.629370629371,53,0.165109034268,90,0.280373831776
356,351,175,0.498575498575,0.617142857143,67,0.190883190883,108,0.307692307692
357,321,135,0.420560747664,0.592592592593,55,0.171339563863,80,0.249221183801
358,351,173,0.492877492877,0.595375722543,70,0.19943019943,103,0.293447293447
359,317,166,0.523659305994,0.60843373494,65,0.205047318612,101,0.318611987382
360,313,163,0.520766773163,0.705521472393,48,0.153354632588,115,0.367412140575
361,351,154,0.438746438746,0.642857142857,55,0.156695156695,99,0.282051282051
362,326,144,0.441717791411,0.611111111111,56,0.171779141104,88,0.269938650307
363,325,152,0.467692307692,0.611842105263,59,0.181538461538,93,0.286153846154
364,302,140,0.46357615894,0.621428571429,53,0.175496688742,87,0.288079470199
365,296,136,0.459459459459,0.632352941176,50,0.168918918919,86,0.290540540541
366,352,184,0.522727272727,0.614130434783,71,0.201704545455,113,0.321022727273
367,282,142,0.503546099291,0.619718309859,54,0.191489361702,88,0.312056737589
368,311,145,0.466237942122,0.565517241379,63,0.202572347267,82,0.263665594855
369,300,148,0.493333333333,0.695945945946,45,0.15,103,0.343333333333
370,277,109,0.393501805054,0.706422018349,32,0.115523465704,77,0.27797833935
371,282,136,0.482269503546,0.683823529412,43,0.152482269504,93,0.329787234043
372,286,117,0.409090909091,0.683760683761,37,0.129370629371,80,0.27972027972
373,305,143,0.468852459016,0.643356643357,51,0.167213114754,92,0.301639344262
374,283,130,0.459363957597,0.638461538462,47,0.166077738516,83,0.293286219081
375,263,129,0.490494296578,0.635658914729,47,0.178707224335,82,0.311787072243
376,298,136,0.456375838926,0.544117647059,62,0.208053691275,74,0.248322147651
377,285,137,0.480701754386,0.678832116788,44,0.154385964912,93,0.326315789474
378,284,125,0.44014084507,0.56,55,0.193661971831,70,0.246478873239
379,276,131,0.474637681159,0.564885496183,57,0.20652173913,74,0.268115942029
380,299,150,0.501672240803,0.6,60,0.200668896321,90,0.301003344482
381,289,135,0.467128027682,0.718518518519,38,0.131487889273,97,0.335640138408
382,279,128,0.458781362007,0.71875,36,0.129032258065,92,0.329749103943
383,267,124,0.464419475655,0.661290322581,42,0.157303370787,82,0.307116104869
384,287,134,0.466898954704,0.589552238806,55,0.191637630662,79,0.275261324042
385,264,142,0.537878787879,0.640845070423,51,0.193181818182,91,0.344696969697
386,290,138,0.475862068966,0.659420289855,47,0.162068965517,91,0.313793103448
387,256,112,0.4375,0.580357142857,47,0.18359375,65,0.25390625
388,262,109,0.416030534351,0.660550458716,37,0.141221374046,72,0.274809160305
389,286,134,0.468531468531,0.694029850746,41,0.143356643357,93,0.325174825175
390,279,129,0.462365591398,0.666666666667,43,0.154121863799,86,0.308243727599
391,249,104,0.417670682731,0.596153846154,42,0.168674698795,62,0.248995983936
392,266,123,0.462406015038,0.650406504065,43,0.161654135338,80,0.300751879699
393,256,110,0.4296875,0.654545454545,38,0.1484375,72,0.28125
394,262,113,0.431297709924,0.672566371681,37,0.141221374046,76,0.290076335878
395,264,126,0.477272727273,0.611111111111,49,0.185606060606,77,0.291666666667
396,257,112,0.43579766537,0.732142857143,30,0.11673151751,82,0.31906614786
397,266,137,0.515037593985,0.649635036496,48,0.18045112782,89,0.334586466165
398,246,128,0.520325203252,0.65625,44,0.178861788618,84,0.341463414634
399,264,121,0.458333333333,0.636363636364,44,0.166666666667,77,0.291666666667
400,245,109,0.444897959184,0.587155963303,45,0.183673469388,64,0.261224489796
401,252,123,0.488095238095,0.674796747967,40,0.15873015873,83,0.329365079365
402,258,136,0.527131782946,0.669117647059,45,0.174418604651,91,0.352713178295
403,235,109,0.463829787234,0.596330275229,44,0.187234042553,65,0.276595744681
404,236,101,0.427966101695,0.584158415842,42,0.177966101695,59,0.25
405,243,115,0.473251028807,0.608695652174,45,0.185185185185,70,0.288065843621
406,238,107,0.449579831933,0.654205607477,37,0.155462184874,70,0.294117647059
407,208,99,0.475961538462,0.686868686869,31,0.149038461538,68,0.326923076923
408,230,113,0.491304347826,0.646017699115,40,0.173913043478,73,0.317391304348
409,232,114,0.491379310345,0.605263157895,45,0.193965517241,69,0.297413793103
410,233,113,0.484978540773,0.663716814159,38,0.163090128755,75,0.321888412017
411,224,91,0.40625,0.626373626374,34,0.151785714286,57,0.254464285714
412,232,107,0.461206896552,0.607476635514,42,0.181034482759,65,0.280172413793
413,232,117,0.504310344828,0.641025641026,42,0.181034482759,75,0.323275862069
414,234,109,0.465811965812,0.614678899083,42,0.179487179487,67,0.286324786325
415,227,114,0.502202643172,0.640350877193,41,0.180616740088,73,0.321585903084
416,235,115,0.489361702128,0.626086956522,43,0.182978723404,72,0.306382978723
417,230,113,0.491304347826,0.70796460177,33,0.14347826087,80,0.347826086957
418,245,112,0.457142857143,0.642857142857,40,0.163265306122,72,0.29387755102
419,230,110,0.478260869565,0.554545454545,49,0.213043478261,61,0.265217391304
420,242,113,0.46694214876,0.654867256637,39,0.161157024793,74,0.305785123967
421,216,96,0.444444444444,0.760416666667,23,0.106481481481,73,0.337962962963
422,201,88,0.437810945274,0.647727272727,31,0.154228855721,57,0.283582089552
423,210,95,0.452380952381,0.6,38,0.180952380952,57,0.271428571429
424,231,100,0.4329004329,0.55,45,0.194805194805,55,0.238095238095
425,197,92,0.467005076142,0.586956521739,38,0.192893401015,54,0.274111675127
426,209,95,0.454545454545,0.747368421053,24,0.114832535885,71,0.33971291866
427,212,103,0.485849056604,0.708737864078,30,0.141509433962,73,0.344339622642
428,214,93,0.434579439252,0.645161290323,33,0.154205607477,60,0.280373831776
429,198,94,0.474747474747,0.691489361702,29,0.146464646465,65,0.328282828283
430,179,76,0.424581005587,0.723684210526,21,0.117318435754,55,0.307262569832
431,215,116,0.539534883721,0.629310344828,43,0.2,73,0.339534883721
432,214,105,0.490654205607,0.790476190476,22,0.102803738318,83,0.38785046729
433,210,90,0.428571428571,0.633333333333,33,0.157142857143,57,0.271428571429
434,206,105,0.509708737864,0.552380952381,47,0.228155339806,58,0.281553398058
435,179,77,0.430167597765,0.675324675325,25,0.139664804469,52,0.290502793296
436,217,105,0.483870967742,0.580952380952,44,0.202764976959,61,0.281105990783
437,197,103,0.522842639594,0.572815533981,44,0.223350253807,59,0.299492385787
438,186,88,0.47311827957,0.636363636364,32,0.172043010753,56,0.301075268817
439,200,103,0.515,0.611650485437,40,0.2,63,0.315
440,214,94,0.439252336449,0.627659574468,35,0.163551401869,59,0.275700934579
441,190,100,0.526315789474,0.74,26,0.136842105263,74,0.389473684211
442,171,73,0.426900584795,0.643835616438,26,0.152046783626,47,0.27485380117
443,171,80,0.46783625731,0.7,24,0.140350877193,56,0.327485380117
444,180,83,0.461111111111,0.614457831325,32,0.177777777778,51,0.283333333333
445,178,75,0.421348314607,0.706666666667,22,0.123595505618,53,0.297752808989
446,205,101,0.492682926829,0.673267326733,33,0.160975609756,68,0.331707317073
447,192,96,0.5,0.614583333333,37,0.192708333333,59,0.307291666667
448,198,87,0.439393939394,0.724137931034,24,0.121212121212,63,0.318181818182
449,165,86,0.521212121212,0.697674418605,26,0.157575757576,60,0.363636363636
450,181,84,0.46408839779,0.630952380952,31,0.171270718232,53,0.292817679558
451,175,93,0.531428571429,0.655913978495,32,0.182857142857,61,0.348571428571
452,177,86,0.485875706215,0.697674418605,26,0.146892655367,60,0.338983050847
453,156,75,0.480769230769,0.706666666667,22,0.141025641026,53,0.339743589744
454,217,106,0.488479262673,0.660377358491,36,0.165898617512,70,0.322580645161
455,176,100,0.568181818182,0.71,29,0.164772727273,71,0.403409090909
456,175,84,0.48,0.714285714286,24,0.137142857143,60,0.342857142857
457,174,79,0.454022988506,0.696202531646,24,0.137931034483,55,0.316091954023
458,158,74,0.46835443038,0.621621621622,28,0.177215189873,46,0.291139240506
459,158,85,0.537974683544,0.682352941176,27,0.170886075949,58,0.367088607595
460,155,78,0.503225806452,0.602564102564,31,0.2,47,0.303225806452
461,179,92,0.513966480447,0.663043478261,31,0.173184357542,61,0.340782122905
462,191,107,0.560209424084,0.644859813084,38,0.198952879581,69,0.361256544503
463,165,83,0.50303030303,0.686746987952,26,0.157575757576,57,0.345454545455
464,181,84,0.46408839779,0.690476190476,26,0.14364640884,58,0.32044198895
465,169,81,0.479289940828,0.740740740741,21,0.12426035503,60,0.355029585799
466,150,81,0.54,0.567901234568,35,0.233333333333,46,0.306666666667
467,154,74,0.480519480519,0.635135135135,27,0.175324675325,47,0.305194805195
468,178,84,0.47191011236,0.654761904762,29,0.162921348315,55,0.308988764045
469,148,66,0.445945945946,0.742424242424,17,0.114864864865,49,0.331081081081
470,161,80,0.496894409938,0.6125,31,0.192546583851,49,0.304347826087
471,166,85,0.512048192771,0.588235294118,35,0.210843373494,50,0.301204819277
472,184,85,0.461956521739,0.705882352941,25,0.135869565217,60,0.326086956522
473,158,80,0.506329113924,0.6625,27,0.170886075949,53,0.335443037975
474,172,93,0.540697674419,0.655913978495,32,0.186046511628,61,0.354651162791
475,151,78,0.516556291391,0.628205128205,29,0.192052980132,49,0.324503311258
476,171,86,0.502923976608,0.697674418605,26,0.152046783626,60,0.350877192982
477,155,79,0.509677419355,0.582278481013,33,0.212903225806,46,0.296774193548
478,147,72,0.489795918367,0.722222222222,20,0.136054421769,52,0.353741496599
479,155,67,0.432258064516,0.746268656716,17,0.109677419355,50,0.322580645161
480,142,71,0.5,0.732394366197,19,0.133802816901,52,0.366197183099
481,145,68,0.468965517241,0.75,17,0.11724137931,51,0.351724137931
482,161,71,0.44099378882,0.577464788732,30,0.186335403727,41,0.254658385093
483,122,68,0.55737704918,0.705882352941,20,0.16393442623,48,0.393442622951
484,150,84,0.56,0.642857142857,30,0.2,54,0.36
485,135,65,0.481481481481,0.630769230769,24,0.177777777778,41,0.303703703704
486,140,68,0.485714285714,0.705882352941,20,0.142857142857,48,0.342857142857
487,164,73,0.44512195122,0.684931506849,23,0.140243902439,50,0.30487804878
488,144,66,0.458333333333,0.666666666667,22,0.152777777778,44,0.305555555556
489,135,73,0.540740740741,0.630136986301,27,0.2,46,0.340740740741
490,158,82,0.518987341772,0.646341463415,29,0.183544303797,53,0.335443037975
491,136,66,0.485294117647,0.651515151515,23,0.169117647059,43,0.316176470588
492,148,70,0.472972972973,0.614285714286,27,0.182432432432,43,0.290540540541
493,157,79,0.503184713376,0.607594936709,31,0.197452229299,48,0.305732484076
494,128,62,0.484375,0.612903225806,24,0.1875,38,0.296875
495,131,69,0.526717557252,0.652173913043,24,0.18320610687,45,0.343511450382
496,128,70,0.546875,0.571428571429,30,0.234375,40,0.3125
497,136,71,0.522058823529,0.647887323944,25,0.183823529412,46,0.338235294118
498,131,63,0.480916030534,0.555555555556,28,0.213740458015,35,0.267175572519
499,126,60,0.47619047619,0.666666666667,20,0.15873015873,40,0.31746031746
500,160,72,0.45,0.736111111111,19,0.11875,53,0.33125
501,126,67,0.531746031746,0.701492537313,20,0.15873015873,47,0.373015873016
502,120,53,0.441666666667,0.716981132075,15,0.125,38,0.316666666667
503,125,67,0.536,0.65671641791,23,0.184,44,0.352
504,111,59,0.531531531532,0.661016949153,20,0.18018018018,39,0.351351351351
505,138,72,0.521739130435,0.694444444444,22,0.159420289855,50,0.36231884058
506,143,75,0.524475524476,0.76,18,0.125874125874,57,0.398601398601
507,134,71,0.529850746269,0.760563380282,17,0.126865671642,54,0.402985074627
508,127,59,0.464566929134,0.627118644068,22,0.173228346457,37,0.291338582677
509,114,54,0.473684210526,0.62962962963,20,0.175438596491,34,0.298245614035
510,119,55,0.46218487395,0.6,22,0.18487394958,33,0.27731092437
511,111,64,0.576576576577,0.640625,23,0.207207207207,41,0.369369369369
512,138,75,0.54347826087,0.693333333333,23,0.166666666667,52,0.376811594203
513,123,66,0.536585365854,0.575757575758,28,0.227642276423,38,0.308943089431
514,104,50,0.480769230769,0.72,14,0.134615384615,36,0.346153846154
515,119,58,0.487394957983,0.689655172414,18,0.151260504202,40,0.336134453782
516,114,61,0.535087719298,0.754098360656,15,0.131578947368,46,0.40350877193
517,112,56,0.5,0.696428571429,17,0.151785714286,39,0.348214285714
518,117,55,0.470085470085,0.636363636364,20,0.17094017094,35,0.299145299145
519,116,65,0.560344827586,0.661538461538,22,0.189655172414,43,0.370689655172
520,120,62,0.516666666667,0.661290322581,21,0.175,41,0.341666666667
521,123,59,0.479674796748,0.762711864407,14,0.113821138211,45,0.365853658537
522,110,54,0.490909090909,0.666666666667,18,0.163636363636,36,0.327272727273
523,117,57,0.487179487179,0.614035087719,22,0.188034188034,35,0.299145299145
524,136,63,0.463235294118,0.587301587302,26,0.191176470588,37,0.272058823529
525,93,38,0.408602150538,0.657894736842,13,0.139784946237,25,0.268817204301
526,110,66,0.6,0.69696969697,20,0.181818181818,46,0.418181818182
527,126,75,0.595238095238,0.666666666667,25,0.198412698413,50,0.396825396825
528,131,58,0.442748091603,0.689655172414,18,0.137404580153,40,0.30534351145
529,115,44,0.382608695652,0.590909090909,18,0.15652173913,26,0.226086956522
530,115,59,0.513043478261,0.677966101695,19,0.165217391304,40,0.347826086957
531,108,58,0.537037037037,0.741379310345,15,0.138888888889,43,0.398148148148
532,122,67,0.549180327869,0.671641791045,22,0.180327868852,45,0.368852459016
533,113,64,0.566371681416,0.6875,20,0.176991150442,44,0.389380530973
534,106,47,0.443396226415,0.595744680851,19,0.179245283019,28,0.264150943396
535,101,57,0.564356435644,0.719298245614,16,0.158415841584,41,0.405940594059
536,100,55,0.55,0.745454545455,14,0.14,41,0.41
537,108,51,0.472222222222,0.745098039216,13,0.12037037037,38,0.351851851852
538,112,60,0.535714285714,0.566666666667,26,0.232142857143,34,0.303571428571
539,125,64,0.512,0.671875,21,0.168,43,0.344
540,126,62,0.492063492063,0.709677419355,18,0.142857142857,44,0.349206349206
541,90,49,0.544444444444,0.632653061224,18,0.2,31,0.344444444444
542,100,50,0.5,0.68,16,0.16,34,0.34
543,105,55,0.52380952381,0.618181818182,21,0.2,34,0.32380952381
544,91,48,0.527472527473,0.708333333333,14,0.153846153846,34,0.373626373626
545,108,56,0.518518518519,0.678571428571,18,0.166666666667,38,0.351851851852
546,90,40,0.444444444444,0.7,12,0.133333333333,28,0.311111111111
547,102,53,0.519607843137,0.603773584906,21,0.205882352941,32,0.313725490196
548,97,49,0.505154639175,0.816326530612,9,0.0927835051546,40,0.412371134021
549,98,50,0.510204081633,0.66,17,0.173469387755,33,0.336734693878
550,101,51,0.50495049505,0.666666666667,17,0.168316831683,34,0.336633663366
551,106,56,0.528301886792,0.589285714286,23,0.216981132075,33,0.311320754717
552,100,48,0.48,0.666666666667,16,0.16,32,0.32
553,116,60,0.51724137931,0.7,18,0.155172413793,42,0.362068965517
554,89,56,0.629213483146,0.732142857143,15,0.168539325843,41,0.460674157303
555,89,42,0.47191011236,0.833333333333,7,0.0786516853933,35,0.393258426966
556,90,50,0.555555555556,0.78,11,0.122222222222,39,0.433333333333
557,107,57,0.532710280374,0.754385964912,14,0.130841121495,43,0.401869158879
558,81,37,0.456790123457,0.756756756757,9,0.111111111111,28,0.345679012346
559,100,37,0.37,0.783783783784,8,0.08,29,0.29
560,88,42,0.477272727273,0.666666666667,14,0.159090909091,28,0.318181818182
561,90,48,0.533333333333,0.729166666667,13,0.144444444444,35,0.388888888889
562,80,33,0.4125,0.727272727273,9,0.1125,24,0.3
563,103,52,0.504854368932,0.653846153846,18,0.174757281553,34,0.330097087379
564,93,42,0.451612903226,0.595238095238,17,0.182795698925,25,0.268817204301
565,79,39,0.493670886076,0.615384615385,15,0.189873417722,24,0.303797468354
566,77,39,0.506493506494,0.820512820513,7,0.0909090909091,32,0.415584415584
567,79,50,0.632911392405,0.56,22,0.278481012658,28,0.354430379747
568,82,33,0.40243902439,0.848484848485,5,0.0609756097561,28,0.341463414634
569,82,38,0.463414634146,0.5,19,0.231707317073,19,0.231707317073
570,96,53,0.552083333333,0.641509433962,19,0.197916666667,34,0.354166666667
571,89,49,0.550561797753,0.69387755102,15,0.168539325843,34,0.38202247191
572,89,42,0.47191011236,0.833333333333,7,0.0786516853933,35,0.393258426966
573,97,50,0.515463917526,0.72,14,0.144329896907,36,0.371134020619
574,86,46,0.53488372093,0.673913043478,15,0.174418604651,31,0.360465116279
575,85,49,0.576470588235,0.755102040816,12,0.141176470588,37,0.435294117647
576,89,45,0.505617977528,0.777777777778,10,0.112359550562,35,0.393258426966
577,94,57,0.606382978723,0.649122807018,20,0.212765957447,37,0.393617021277
578,92,46,0.5,0.673913043478,15,0.163043478261,31,0.336956521739
579,80,45,0.5625,0.711111111111,13,0.1625,32,0.4
580,93,58,0.623655913978,0.637931034483,21,0.225806451613,37,0.397849462366
581,85,43,0.505882352941,0.581395348837,18,0.211764705882,25,0.294117647059
582,81,44,0.543209876543,0.704545454545,13,0.16049382716,31,0.382716049383
583,83,49,0.590361445783,0.816326530612,9,0.10843373494,40,0.481927710843
584,91,39,0.428571428571,0.692307692308,12,0.131868131868,27,0.296703296703
585,94,44,0.468085106383,0.636363636364,16,0.170212765957,28,0.297872340426
586,72,42,0.583333333333,0.690476190476,13,0.180555555556,29,0.402777777778
587,83,36,0.433734939759,0.638888888889,13,0.156626506024,23,0.277108433735
588,94,33,0.351063829787,0.69696969697,10,0.106382978723,23,0.244680851064
589,81,44,0.543209876543,0.659090909091,15,0.185185185185,29,0.358024691358
590,83,46,0.55421686747,0.695652173913,14,0.168674698795,32,0.385542168675
591,91,51,0.56043956044,0.78431372549,11,0.120879120879,40,0.43956043956
592,84,46,0.547619047619,0.608695652174,18,0.214285714286,28,0.333333333333
593,82,41,0.5,0.658536585366,14,0.170731707317,27,0.329268292683
594,88,42,0.477272727273,0.619047619048,16,0.181818181818,26,0.295454545455
595,73,32,0.438356164384,0.6875,10,0.13698630137,22,0.301369863014
596,78,41,0.525641025641,0.707317073171,12,0.153846153846,29,0.371794871795
597,90,47,0.522222222222,0.872340425532,6,0.0666666666667,41,0.455555555556
598,88,42,0.477272727273,0.761904761905,10,0.113636363636,32,0.363636363636
599,85,46,0.541176470588,0.652173913043,16,0.188235294118,30,0.352941176471
600,74,36,0.486486486486,0.555555555556,16,0.216216216216,20,0.27027027027
601,88,43,0.488636363636,0.674418604651,14,0.159090909091,29,0.329545454545
602,69,42,0.608695652174,0.642857142857,15,0.217391304348,27,0.391304347826
603,85,49,0.576470588235,0.612244897959,19,0.223529411765,30,0.352941176471
604,83,41,0.493975903614,0.634146341463,15,0.180722891566,26,0.313253012048
605,84,42,0.5,0.738095238095,11,0.130952380952,31,0.369047619048
606,76,38,0.5,0.657894736842,13,0.171052631579,25,0.328947368421
607,69,37,0.536231884058,0.72972972973,10,0.144927536232,27,0.391304347826
608,81,50,0.617283950617,0.64,18,0.222222222222,32,0.395061728395
609,70,33,0.471428571429,0.787878787879,7,0.1,26,0.371428571429
610,77,51,0.662337662338,0.56862745098,22,0.285714285714,29,0.376623376623
611,66,29,0.439393939394,0.655172413793,10,0.151515151515,19,0.287878787879
612,59,34,0.576271186441,0.647058823529,12,0.203389830508,22,0.372881355932
613,70,40,0.571428571429,0.6,16,0.228571428571,24,0.342857142857
614,67,38,0.567164179104,0.789473684211,8,0.119402985075,30,0.44776119403
615,78,38,0.487179487179,0.763157894737,9,0.115384615385,29,0.371794871795
616,57,33,0.578947368421,0.666666666667,11,0.19298245614,22,0.385964912281
617,57,35,0.614035087719,0.571428571429,15,0.263157894737,20,0.350877192982
618,46,25,0.54347826087,0.68,8,0.173913043478,17,0.369565217391
619,66,38,0.575757575758,0.684210526316,12,0.181818181818,26,0.393939393939
620,63,28,0.444444444444,0.678571428571,9,0.142857142857,19,0.301587301587
621,71,41,0.577464788732,0.731707317073,11,0.154929577465,30,0.422535211268
622,59,32,0.542372881356,0.6875,10,0.169491525424,22,0.372881355932
623,64,34,0.53125,0.764705882353,8,0.125,26,0.40625
624,70,36,0.514285714286,0.666666666667,12,0.171428571429,24,0.342857142857
625,67,40,0.597014925373,0.7,12,0.179104477612,28,0.417910447761
626,60,27,0.45,0.592592592593,11,0.183333333333,16,0.266666666667
627,69,42,0.608695652174,0.595238095238,17,0.246376811594,25,0.36231884058
628,62,28,0.451612903226,0.75,7,0.112903225806,21,0.338709677419
629,65,34,0.523076923077,0.705882352941,10,0.153846153846,24,0.369230769231
630,73,40,0.547945205479,0.6,16,0.219178082192,24,0.328767123288
631,59,28,0.474576271186,0.571428571429,12,0.203389830508,16,0.271186440678
632,71,35,0.492957746479,0.542857142857,16,0.225352112676,19,0.267605633803
633,69,40,0.579710144928,0.65,14,0.202898550725,26,0.376811594203
634,68,35,0.514705882353,0.657142857143,12,0.176470588235,23,0.338235294118
635,60,27,0.45,0.666666666667,9,0.15,18,0.3
636,72,38,0.527777777778,0.736842105263,10,0.138888888889,28,0.388888888889
637,64,34,0.53125,0.764705882353,8,0.125,26,0.40625
638,63,33,0.52380952381,0.69696969697,10,0.15873015873,23,0.365079365079
639,75,41,0.546666666667,0.682926829268,13,0.173333333333,28,0.373333333333
640,69,33,0.478260869565,0.666666666667,11,0.159420289855,22,0.31884057971
641,58,28,0.48275862069,0.785714285714,6,0.103448275862,22,0.379310344828
642,80,45,0.5625,0.733333333333,12,0.15,33,0.4125
643,64,33,0.515625,0.727272727273,9,0.140625,24,0.375
644,50,26,0.52,0.653846153846,9,0.18,17,0.34
645,62,28,0.451612903226,0.642857142857,10,0.161290322581,18,0.290322580645
646,50,29,0.58,0.689655172414,9,0.18,20,0.4
647,56,29,0.517857142857,0.793103448276,6,0.107142857143,23,0.410714285714
648,59,34,0.576271186441,0.588235294118,14,0.237288135593,20,0.338983050847
649,50,28,0.56,0.5,14,0.28,14,0.28
650,41,22,0.536585365854,0.818181818182,4,0.0975609756098,18,0.439024390244
651,67,33,0.492537313433,0.727272727273,9,0.134328358209,24,0.358208955224
652,54,28,0.518518518519,0.642857142857,10,0.185185185185,18,0.333333333333
653,61,34,0.55737704918,0.647058823529,12,0.196721311475,22,0.360655737705
654,71,40,0.56338028169,0.625,15,0.211267605634,25,0.352112676056
655,60,27,0.45,0.740740740741,7,0.116666666667,20,0.333333333333
656,61,33,0.540983606557,0.606060606061,13,0.213114754098,20,0.327868852459
657,49,27,0.551020408163,0.703703703704,8,0.163265306122,19,0.387755102041
658,50,27,0.54,0.62962962963,10,0.2,17,0.34
659,51,26,0.509803921569,0.615384615385,10,0.196078431373,16,0.313725490196
660,62,33,0.532258064516,0.666666666667,11,0.177419354839,22,0.354838709677
661,63,32,0.507936507937,0.78125,7,0.111111111111,25,0.396825396825
662,64,27,0.421875,0.666666666667,9,0.140625,18,0.28125
663,53,24,0.452830188679,0.666666666667,8,0.150943396226,16,0.301886792453
664,53,26,0.490566037736,0.576923076923,11,0.207547169811,15,0.283018867925
665,59,33,0.559322033898,0.818181818182,6,0.101694915254,27,0.457627118644
666,64,31,0.484375,0.838709677419,5,0.078125,26,0.40625
667,58,30,0.51724137931,0.666666666667,10,0.172413793103,20,0.344827586207
668,58,35,0.603448275862,0.571428571429,15,0.258620689655,20,0.344827586207
669,36,15,0.416666666667,0.8,3,0.0833333333333,12,0.333333333333
670,45,29,0.644444444444,0.724137931034,8,0.177777777778,21,0.466666666667
671,53,24,0.452830188679,0.791666666667,5,0.0943396226415,19,0.358490566038
672,54,27,0.5,0.518518518519,13,0.240740740741,14,0.259259259259
673,51,30,0.588235294118,0.766666666667,7,0.137254901961,23,0.450980392157
674,58,32,0.551724137931,0.71875,9,0.155172413793,23,0.396551724138
675,61,31,0.508196721311,0.774193548387,7,0.114754098361,24,0.393442622951
676,49,29,0.591836734694,0.586206896552,12,0.244897959184,17,0.34693877551
677,54,21,0.388888888889,0.428571428571,12,0.222222222222,9,0.166666666667
678,55,29,0.527272727273,0.655172413793,10,0.181818181818,19,0.345454545455
679,47,22,0.468085106383,0.681818181818,7,0.148936170213,15,0.31914893617
680,60,27,0.45,0.777777777778,6,0.1,21,0.35
681,45,21,0.466666666667,0.714285714286,6,0.133333333333,15,0.333333333333
682,62,32,0.516129032258,0.625,12,0.193548387097,20,0.322580645161
683,43,20,0.46511627907,0.55,9,0.209302325581,11,0.255813953488
684,54,25,0.462962962963,0.8,5,0.0925925925926,20,0.37037037037
685,60,31,0.516666666667,0.741935483871,8,0.133333333333,23,0.383333333333
686,60,24,0.4,0.666666666667,8,0.133333333333,16,0.266666666667
687,41,18,0.439024390244,0.777777777778,4,0.0975609756098,14,0.341463414634
688,58,29,0.5,0.793103448276,6,0.103448275862,23,0.396551724138
689,53,29,0.547169811321,0.793103448276,6,0.11320754717,23,0.433962264151
690,56,26,0.464285714286,0.692307692308,8,0.142857142857,18,0.321428571429
691,45,28,0.622222222222,0.607142857143,11,0.244444444444,17,0.377777777778
692,57,27,0.473684210526,0.592592592593,11,0.19298245614,16,0.280701754386
693,48,25,0.520833333333,0.64,9,0.1875,16,0.333333333333
694,39,23,0.589743589744,0.652173913043,8,0.205128205128,15,0.384615384615
695,48,22,0.458333333333,0.727272727273,6,0.125,16,0.333333333333
696,45,19,0.422222222222,0.842105263158,3,0.0666666666667,16,0.355555555556
697,43,24,0.558139534884,0.458333333333,13,0.302325581395,11,0.255813953488
698,48,23,0.479166666667,0.869565217391,3,0.0625,20,0.416666666667
699,53,29,0.547169811321,0.689655172414,9,0.169811320755,20,0.377358490566
700,58,35,0.603448275862,0.742857142857,9,0.155172413793,26,0.448275862069
701,53,23,0.433962264151,0.652173913043,8,0.150943396226,15,0.283018867925
702,51,26,0.509803921569,0.807692307692,5,0.0980392156863,21,0.411764705882
703,36,18,0.5,0.944444444444,1,0.0277777777778,17,0.472222222222
704,60,40,0.666666666667,0.8,8,0.133333333333,32,0.533333333333
705,40,23,0.575,0.652173913043,8,0.2,15,0.375
706,46,19,0.413043478261,0.842105263158,3,0.0652173913043,16,0.347826086957
707,40,18,0.45,0.777777777778,4,0.1,14,0.35
708,43,19,0.441860465116,0.473684210526,10,0.232558139535,9,0.209302325581
709,34,17,0.5,0.647058823529,6,0.176470588235,11,0.323529411765
710,49,28,0.571428571429,0.678571428571,9,0.183673469388,19,0.387755102041
711,47,23,0.489361702128,0.652173913043,8,0.170212765957,15,0.31914893617
712,45,28,0.622222222222,0.75,7,0.155555555556,21,0.466666666667
713,41,22,0.536585365854,0.863636363636,3,0.0731707317073,19,0.463414634146
714,38,20,0.526315789474,0.85,3,0.0789473684211,17,0.447368421053
715,47,29,0.617021276596,0.620689655172,11,0.234042553191,18,0.382978723404
716,40,20,0.5,0.6,8,0.2,12,0.3
717,49,20,0.408163265306,0.9,2,0.0408163265306,18,0.367346938776
718,40,21,0.525,0.857142857143,3,0.075,18,0.45
719,36,20,0.555555555556,0.7,6,0.166666666667,14,0.388888888889
720,46,28,0.608695652174,0.75,7,0.152173913043,21,0.45652173913
721,28,15,0.535714285714,0.533333333333,7,0.25,8,0.285714285714
722,31,11,0.354838709677,0.727272727273,3,0.0967741935484,8,0.258064516129
723,44,23,0.522727272727,0.695652173913,7,0.159090909091,16,0.363636363636
724,40,23,0.575,0.782608695652,5,0.125,18,0.45
725,41,25,0.609756097561,0.52,12,0.292682926829,13,0.317073170732
726,36,20,0.555555555556,0.65,7,0.194444444444,13,0.361111111111
727,30,13,0.433333333333,0.923076923077,1,0.0333333333333,12,0.4
728,43,24,0.558139534884,0.75,6,0.139534883721,18,0.418604651163
729,44,23,0.522727272727,0.478260869565,12,0.272727272727,11,0.25
730,46,30,0.652173913043,0.666666666667,10,0.217391304348,20,0.434782608696
